SNo.,Origin id,Destination id,Mean time,Standard deviation Time,Geometric mean time,Standard geometric mean time
3599,81,111,2002.5,421.7,1959.95,1.23
3600,81,109,3230.0,505.78,3192.61,1.16
3601,81,59,1348.02,334.88,1308.94,1.27
3602,81,87,1462.94,312.65,1435.31,1.21
3603,81,46,3308.28,710.24,3232.98,1.24
3604,81,140,2300.55,571.87,2236.54,1.26
3605,81,132,2413.74,644.5,2329.29,1.31
3606,81,143,3107.93,918.79,2977.9,1.35
3607,81,45,2456.59,605.75,2389.4,1.26
3608,81,162,2432.27,494.48,2385.1,1.22
3609,81,99,1759.3,363.27,1723.35,1.22
3610,81,146,1615.0,589.61,1531.11,1.37
3611,81,161,1707.1,564.01,1631.86,1.34
3612,81,96,948.58,402.68,877.33,1.48
3613,81,10,521.85,283.75,451.68,1.81
3614,81,57,2522.63,664.1,2442.71,1.28
3615,81,96,1643.07,459.8,1586.22,1.3
3616,81,82,1695.01,498.02,1629.45,1.32
3617,81,23,3648.58,920.53,3520.83,1.32
3618,81,100,1504.29,444.08,1448.27,1.31
3619,81,93,1278.58,454.35,1213.49,1.37
3620,81,186,3102.34,881.17,2993.32,1.3
3621,81,30,3761.42,770.43,3690.74,1.21
3622,81,66,1504.86,507.84,1437.73,1.34
3623,81,82,2043.78,676.26,1938.6,1.39
3624,81,179,3526.41,917.68,3399.04,1.33
3625,81,149,2789.56,640.85,2723.95,1.24
3626,81,73,2432.04,833.39,2324.95,1.33
3627,81,33,2257.05,464.84,2213.42,1.21
3628,81,29,4783.6,1601.87,3921.81,2.66
3629,81,161,1210.92,414.0,1155.75,1.34
3630,81,195,1086.62,388.07,1032.37,1.36
3631,81,121,3120.81,1147.14,2916.05,1.45
3632,81,99,2444.57,443.72,2406.58,1.19
3633,81,169,2146.69,603.37,2069.74,1.31
3634,81,123,3085.1,871.74,2964.63,1.33
3635,81,152,3285.34,670.17,3222.76,1.21
3636,81,23,3667.56,1038.48,3540.01,1.3
3637,81,47,3480.14,749.56,3402.01,1.24
3638,81,85,1097.04,348.39,1052.8,1.32
3639,81,32,4223.94,742.83,4158.37,1.19
3640,81,123,1530.78,612.73,1456.09,1.34
3641,81,122,1687.74,475.27,1633.4,1.28
3642,81,124,2135.99,610.26,2058.63,1.3
3643,81,95,424.43,311.09,348.78,1.85
3644,81,168,2495.51,575.73,2437.41,1.24
3645,81,137,1155.07,511.27,1062.85,1.48
3646,81,115,3328.44,797.54,3239.31,1.26
3647,81,182,2800.45,864.46,2676.47,1.35
3648,81,173,3521.02,855.83,3424.7,1.26
3649,81,122,1758.93,778.12,1667.01,1.34
3650,81,15,2545.59,729.2,2450.35,1.32
3651,81,53,1814.48,460.76,1763.2,1.26
3652,81,29,2872.0,678.04,2796.95,1.26
3653,81,5,2338.51,694.18,2244.51,1.33
3654,81,71,1831.95,524.31,1764.69,1.31
3655,81,41,1478.25,375.33,1432.92,1.28
3656,81,135,929.24,367.28,869.78,1.42
3657,81,170,1491.63,592.2,1390.55,1.45
3658,81,57,2318.25,510.94,2268.92,1.22
3659,81,106,3358.99,813.65,3242.63,1.34
3660,81,126,2852.41,788.05,2753.88,1.3
3661,81,5,1019.29,364.16,967.11,1.37
3662,81,21,3361.4,924.35,3246.89,1.3
3663,81,180,3832.08,689.46,3768.94,1.2
3664,81,194,1244.87,468.73,1182.07,1.35
3665,81,89,698.01,351.34,631.19,1.55
3666,81,153,1730.08,211.84,1718.01,1.12
3667,81,67,1946.66,455.15,1902.33,1.23
3668,81,48,1387.13,411.65,1334.8,1.31
3669,81,17,4654.94,991.5,4543.88,1.25
3670,81,184,3497.51,727.65,3427.96,1.22
3671,81,180,3422.69,670.21,3360.56,1.21
3672,81,16,1803.13,457.09,1754.79,1.25
3673,81,169,2126.84,586.14,2054.73,1.3
3674,81,18,3723.91,524.88,3683.52,1.16
3675,81,137,1122.52,362.51,1068.57,1.36
3676,81,61,1886.12,340.74,1861.3,1.17
3677,81,68,1243.57,400.96,1196.8,1.3
3678,81,183,3609.33,1004.44,3500.1,1.27
3679,81,23,3193.25,883.34,3077.73,1.31
3680,81,158,2199.25,767.1,2066.09,1.44
3681,81,20,4889.33,980.66,4777.71,1.25
3682,81,171,1965.84,761.42,1828.21,1.47
3683,81,53,2407.51,617.53,2345.89,1.24
3684,81,184,3536.59,612.09,3483.24,1.19
3685,81,149,3660.36,916.73,3544.96,1.29
3686,81,31,3709.89,741.7,3638.03,1.22
3687,81,179,2148.86,468.27,2103.48,1.22
3688,81,194,1928.33,645.55,1831.21,1.38
3689,81,197,1253.24,501.83,1166.07,1.46
3690,81,31,3265.3,310.63,3250.37,1.1
3691,81,177,1544.64,434.94,1495.2,1.28
3692,81,101,3138.1,789.29,3035.74,1.3
3693,81,68,1813.71,455.06,1763.13,1.26
3694,81,112,3730.2,782.12,3656.36,1.22
3695,81,171,1604.71,461.31,1547.5,1.3
3696,81,3,2174.5,1186.04,2020.37,1.38
3697,81,93,1192.3,371.68,1141.4,1.34
3698,81,193,2449.45,480.64,2405.66,1.21
3699,81,12,2392.2,439.43,2354.23,1.19
3700,81,124,1409.33,544.39,1333.85,1.37
3701,81,130,2922.0,660.53,2847.59,1.26
3702,81,135,1862.01,563.73,1788.55,1.32
3703,81,11,2148.94,431.11,2109.0,1.21
3704,81,131,2435.14,684.87,2339.36,1.33
3705,81,161,1165.44,367.13,1118.28,1.32
3706,81,100,2502.46,652.6,2418.32,1.3
3707,81,154,1314.87,378.55,1268.63,1.3
3708,81,47,2034.8,429.42,1992.62,1.22
3709,81,76,578.5,264.07,535.91,1.45
3710,81,30,4747.46,868.63,4666.8,1.21
3711,81,154,1601.06,459.54,1543.52,1.3
3712,81,68,1187.05,386.69,1138.85,1.32
3713,81,42,3265.43,801.24,3179.14,1.25
3714,81,134,1916.35,597.99,1831.07,1.35
3715,81,184,3089.9,558.08,3043.11,1.19
3716,81,29,3944.0,978.17,3831.64,1.27
3717,81,163,1744.7,380.08,1706.54,1.23
3718,81,78,418.66,307.88,313.34,2.43
3719,81,64,1210.93,375.89,1164.33,1.31
3720,81,108,2963.57,799.76,2863.51,1.3
3721,81,70,1120.98,369.13,1063.58,1.38
3722,81,160,1638.88,606.3,1534.35,1.44
3723,81,144,2927.71,814.28,2823.58,1.3
3724,81,143,1448.17,350.73,1409.0,1.26
3725,81,35,3729.0,518.79,3693.36,1.15
3726,81,85,718.46,331.85,656.66,1.52
3727,81,157,633.68,318.12,581.3,1.47
3728,81,178,2544.23,852.0,2404.35,1.41
3729,81,18,2201.7,355.09,2175.04,1.17
3730,81,54,2482.98,590.13,2423.88,1.24
3731,81,18,3387.25,711.88,3305.72,1.25
3732,81,170,1613.55,641.38,1495.25,1.48
3733,81,18,4692.93,1391.74,4495.82,1.34
3734,81,69,1277.79,381.03,1232.08,1.3
3735,81,90,293.22,250.51,200.71,2.79
3736,81,145,2910.38,811.81,2802.01,1.32
3737,81,71,1031.09,328.17,989.14,1.32
3738,81,87,874.91,362.43,821.69,1.4
3739,81,30,4494.56,1107.35,4360.73,1.28
3740,81,31,3270.0,483.77,3237.43,1.15
3741,81,165,1653.58,684.55,1542.41,1.44
3742,81,27,3481.75,770.98,3402.27,1.24
3743,81,113,2981.2,716.06,2902.37,1.26
3744,81,149,2506.3,561.87,2448.69,1.24
3745,81,7,2202.42,695.58,2096.34,1.37
3746,81,158,1900.96,770.28,1770.04,1.45
3747,81,9,725.53,352.99,656.41,1.56
3748,81,134,1916.57,561.57,1840.08,1.33
3749,81,151,3446.05,835.16,3358.46,1.25
3750,81,125,2682.65,831.37,2567.51,1.34
3751,81,34,4136.47,696.35,4079.56,1.18
3752,81,128,1719.8,514.88,1659.68,1.29
3753,81,174,2754.7,570.7,2699.92,1.22
3754,81,80,278.01,254.53,198.66,2.33
3755,81,114,3117.96,535.28,3071.13,1.19
3756,81,148,2835.7,575.88,2783.96,1.21
3757,81,125,2572.85,757.51,2469.92,1.33
3758,81,35,4291.18,742.57,4226.12,1.19
3759,81,112,2857.46,831.62,2753.79,1.3
3760,81,180,2388.14,285.37,2371.47,1.13
3761,81,61,1628.03,422.55,1577.74,1.28
3762,81,49,2639.76,512.64,2592.79,1.21
3763,81,159,3210.87,773.17,3122.15,1.27
3764,81,25,1958.54,409.13,1920.37,1.22
3765,81,121,3193.97,741.07,3107.78,1.27
3766,81,7,1638.75,465.13,1578.48,1.31
3767,81,120,1751.22,523.03,1683.35,1.32
3768,81,9,915.06,503.46,800.64,1.68
3769,81,123,2846.54,689.01,2766.59,1.27
3770,81,62,2382.2,398.34,2351.0,1.17
3771,81,118,1705.0,579.73,1617.8,1.37
3772,81,152,3434.12,718.79,3366.31,1.22
3773,81,76,710.83,278.51,667.29,1.41
3774,81,73,2275.11,594.81,2202.06,1.29
3775,81,161,2006.33,470.96,1955.37,1.25
3776,81,190,2742.02,762.23,2638.57,1.32
3777,81,126,3136.38,880.73,3014.15,1.33
3778,81,77,846.47,427.97,746.61,1.67
3779,81,181,3573.63,937.57,3420.8,1.38
3780,81,104,3346.79,939.3,3154.4,1.48
3781,81,60,1595.23,429.6,1548.96,1.26
3782,81,33,2036.13,442.5,1994.84,1.22
3783,81,197,871.97,263.47,840.21,1.3
3784,81,175,2023.61,493.25,1970.5,1.25
3785,81,152,3566.0,764.98,3485.05,1.24
3786,81,2,2458.96,554.17,2405.58,1.23
3787,81,40,1936.96,435.64,1892.24,1.24
3788,81,16,2661.14,664.09,2582.99,1.28
3789,81,144,2091.06,599.38,2007.5,1.33
3790,81,122,3462.6,676.67,3393.79,1.23
3791,81,75,190.84,174.12,138.1,2.34
3792,81,176,3119.88,1065.27,2927.36,1.45
3793,81,35,3871.75,702.86,3813.47,1.19
3794,81,154,1929.36,604.63,1846.39,1.34
3795,81,153,1990.62,532.74,1925.87,1.29
3796,81,175,1731.87,450.95,1681.62,1.27
3797,81,174,3119.83,676.92,3050.31,1.24
3798,81,74,1162.13,405.6,1105.0,1.36
3799,81,101,2486.37,775.81,2376.71,1.35
3800,81,156,946.32,382.74,876.38,1.48
3801,81,24,3528.52,933.0,3414.38,1.29
3802,81,159,2172.31,474.4,2125.7,1.23
3803,81,142,2766.7,789.77,2655.27,1.33
3804,81,165,1232.59,440.57,1169.96,1.36
3805,81,166,793.75,708.63,535.97,2.5
3806,81,76,946.04,326.78,898.13,1.38
3807,81,41,3113.64,633.99,3052.43,1.22
3808,81,33,3626.86,791.8,3532.91,1.27
3809,81,68,1294.18,346.76,1255.85,1.27
3810,81,50,1546.52,452.24,1494.92,1.28
3811,81,155,1883.79,708.83,1763.3,1.44
3812,81,103,3840.03,619.6,3789.88,1.18
3813,81,2,2126.38,364.17,2097.05,1.18
3814,81,80,254.69,202.06,200.85,2.02
3815,81,76,579.6,274.78,530.62,1.5
3816,81,184,3629.51,791.08,3547.72,1.24
3817,81,106,1942.86,412.8,1903.86,1.22
3818,81,194,1791.68,506.07,1726.41,1.31
3819,81,113,3153.52,469.23,3117.18,1.17
3820,81,154,1679.13,463.82,1619.94,1.31
3821,81,35,2881.65,302.96,2865.38,1.11
3822,81,182,2999.35,879.73,2869.83,1.35
3823,81,94,1685.6,613.99,1580.21,1.44
3824,81,194,957.62,392.15,888.43,1.48
3825,81,11,2400.28,513.65,2351.39,1.22
3826,81,128,2687.65,939.55,2555.6,1.36
3827,81,140,2096.38,486.3,2044.71,1.25
3828,81,140,2303.93,547.96,2243.3,1.26
3829,81,73,1426.34,430.57,1372.38,1.31
3830,81,54,3113.17,833.04,3004.37,1.31
3831,81,21,4186.3,1002.62,4065.25,1.28
3832,81,117,2940.85,571.63,2889.32,1.2
3833,81,78,267.04,215.93,202.79,2.27
3834,81,186,1903.09,440.3,1859.26,1.23
3835,81,113,3492.92,700.52,3422.29,1.23
3836,81,194,1797.07,749.7,1669.09,1.46
3837,81,193,1406.91,423.58,1358.16,1.29
3838,81,33,3650.72,977.27,3441.59,1.5
3839,81,193,3454.71,931.84,3329.35,1.32
3840,81,139,1751.4,504.18,1685.57,1.32
3841,81,48,2636.01,588.87,2575.65,1.24
3842,81,5,1857.44,492.84,1797.25,1.29
3843,81,18,2946.0,738.58,2863.74,1.26
3844,81,87,1648.16,395.41,1607.32,1.24
3845,81,15,3097.02,918.04,2970.65,1.33
3846,81,196,1770.32,551.84,1691.54,1.35
3847,81,173,1931.08,417.14,1894.07,1.21
3848,81,197,877.79,302.36,839.92,1.33
3849,81,70,1544.53,618.63,1436.45,1.47
3850,81,102,1506.07,476.37,1441.26,1.33
3851,81,48,2383.6,523.63,2332.04,1.23
3852,81,64,1391.78,367.97,1349.29,1.28
3853,81,71,1293.27,367.11,1249.18,1.29
3854,81,134,2328.08,818.39,2188.12,1.43
3855,81,114,4054.0,984.15,3926.01,1.3
3856,81,184,1978.86,449.46,1934.24,1.23
3857,81,132,2282.07,700.63,2183.11,1.35
3858,81,147,3806.3,986.17,3665.36,1.33
3859,81,132,2656.17,713.84,2558.23,1.32
3860,81,151,3266.86,687.02,3198.68,1.23
3861,81,29,3600.04,863.51,3503.07,1.26
3862,81,157,1470.09,600.99,1357.75,1.49
3863,81,94,1283.78,435.13,1219.97,1.37
3864,81,71,1574.24,401.11,1532.89,1.25
3865,81,129,2492.5,761.37,2360.35,1.41
3866,81,159,3009.63,896.06,2885.56,1.33
3867,81,59,2081.25,407.01,2048.36,1.19
3868,81,184,1937.73,353.88,1907.8,1.19
3869,81,51,1617.94,415.0,1573.15,1.26
3870,81,119,3728.57,445.43,3702.68,1.12
3871,81,57,3361.0,782.89,3274.11,1.26
3872,81,186,2992.96,596.53,2941.84,1.2
3873,81,161,2602.86,786.93,2484.87,1.36
3874,81,142,1566.45,301.12,1537.31,1.21
3875,81,90,247.37,218.17,164.05,2.87
3876,81,195,1854.85,473.58,1805.58,1.25
3877,81,60,2253.19,691.05,2172.1,1.29
3878,81,86,1317.48,323.38,1285.33,1.24
3879,81,121,3598.59,805.74,3512.46,1.25
3880,81,133,2455.25,640.42,2377.31,1.29
3881,81,115,3677.73,1028.55,3529.06,1.34
3882,81,4,988.43,344.18,940.66,1.35
3883,81,140,1128.29,400.26,1071.79,1.36
3884,81,98,2817.37,640.19,2745.41,1.26
3885,81,12,3311.26,532.79,3272.8,1.16
3886,81,138,2368.41,831.94,2233.41,1.41
3887,81,175,1333.52,318.92,1299.52,1.25
3888,81,10,412.59,223.43,361.44,1.73
3889,81,185,4388.36,857.94,4303.74,1.22
3890,81,127,2618.25,692.31,2535.82,1.28
3891,81,115,3994.38,784.73,3901.35,1.26
3892,81,155,1737.5,641.87,1638.72,1.4
3893,81,98,1844.86,740.95,1743.02,1.37
3894,81,122,2159.02,479.03,2112.41,1.23
3895,81,32,2377.55,364.63,2350.58,1.16
3896,81,170,1363.44,466.25,1292.58,1.38
3897,81,154,984.35,462.54,908.74,1.46
3898,81,4,827.03,385.56,774.69,1.4
3899,81,171,1766.75,719.78,1650.27,1.43
3900,81,150,3051.51,734.54,2963.36,1.28
3901,81,141,1553.7,690.71,1453.74,1.4
3902,81,21,2316.57,407.98,2279.89,1.2
3903,81,49,1229.26,376.31,1179.36,1.32
3904,81,175,1984.89,579.51,1914.64,1.3
3905,81,71,1587.48,362.79,1550.91,1.24
3906,81,73,1173.37,268.44,1144.21,1.25
3907,81,52,1836.79,485.67,1782.6,1.27
3908,81,140,2513.84,698.89,2421.56,1.32
3909,81,66,1461.05,454.36,1415.13,1.27
3910,81,11,1911.86,503.56,1853.28,1.28
3911,81,117,2111.79,593.76,2036.68,1.3
3912,81,128,2467.06,859.85,2323.96,1.41
3913,81,13,3157.4,662.45,3087.69,1.24
3914,81,111,3372.85,803.83,3283.73,1.26
3915,81,129,1491.73,741.94,1372.86,1.46
3916,81,44,3339.67,212.33,3332.94,1.07
3917,81,160,2197.32,828.01,2038.17,1.49
3918,81,4,1171.18,370.36,1124.52,1.32
3919,81,85,662.39,311.23,612.13,1.49
3920,81,56,2464.08,542.29,2406.48,1.24
3921,81,73,1595.15,417.26,1549.26,1.26
3922,81,1,2562.18,1637.85,2279.17,1.53
3923,81,54,2738.63,705.48,2653.35,1.29
3924,81,174,1782.25,414.64,1739.62,1.24
3925,81,114,3385.33,1338.35,3002.16,1.78
3926,81,5,1909.2,529.05,1837.16,1.33
3927,81,104,1989.17,276.57,1969.66,1.15
3928,81,100,1524.04,397.02,1477.85,1.28
3929,81,99,2570.93,444.86,2534.81,1.18
3930,81,181,4275.05,881.2,4176.6,1.25
3931,81,170,1188.99,428.42,1129.38,1.37
3932,81,27,3281.45,609.14,3223.29,1.21
3933,81,148,3727.66,1074.16,3571.79,1.36
3934,81,40,3013.04,580.93,2960.55,1.2
3935,81,154,1656.58,484.7,1598.06,1.3
3936,81,135,928.88,377.66,869.26,1.42
3937,81,163,1310.03,415.99,1264.07,1.28
3938,81,175,3446.05,994.01,3302.37,1.35
3939,81,110,3734.89,868.68,3639.72,1.25
3940,81,92,1160.62,413.57,1101.44,1.37
3941,81,151,3321.23,759.21,3243.74,1.24
3942,81,66,1453.08,366.41,1412.24,1.27
3943,81,114,1984.66,648.98,1900.31,1.33
3944,81,57,1647.55,467.16,1590.19,1.29
3945,81,27,1863.17,888.8,1696.54,1.51
3946,81,54,1558.06,418.83,1510.46,1.27
3947,81,133,1822.56,599.61,1736.17,1.36
3948,81,174,2395.29,705.37,2310.58,1.29
3949,81,89,1196.36,441.12,1122.54,1.43
3950,81,127,3220.8,713.36,3138.8,1.26
3951,81,150,1379.19,447.29,1327.33,1.3
3952,81,8,675.68,294.72,629.03,1.43
3953,81,172,1290.88,449.41,1224.97,1.37
3954,81,187,1467.38,436.56,1411.08,1.32
3955,81,18,4926.79,1111.12,4799.3,1.26
3956,81,189,2669.34,810.47,2538.85,1.4
3957,81,103,3335.89,575.47,3289.64,1.18
3958,81,86,1535.85,497.33,1470.12,1.33
3959,81,54,2269.71,505.41,2215.44,1.26
3960,81,51,2864.96,572.66,2811.77,1.21
3961,81,93,1014.41,471.9,912.1,1.63
3962,81,75,220.13,164.17,171.95,2.16
3963,81,102,3239.94,789.69,3127.05,1.34
3964,81,82,890.26,362.01,829.2,1.45
3965,81,46,1949.44,431.77,1906.77,1.23
3966,81,138,1016.54,328.95,966.74,1.37
3967,81,74,1125.32,350.52,1078.58,1.33
3968,81,171,1077.17,357.02,1031.7,1.33
3969,81,94,1455.48,482.15,1383.76,1.37
3970,81,192,3582.37,722.53,3509.38,1.23
3971,81,148,3884.92,1090.24,3711.74,1.38
3972,81,123,3137.16,872.56,3014.48,1.33
3973,81,25,2471.58,461.63,2428.93,1.21
3974,81,146,2367.7,515.61,2313.57,1.24
3975,81,114,1821.2,431.0,1774.85,1.25
3976,81,9,1191.87,594.54,1064.97,1.61
3977,81,1,3517.68,571.82,3472.71,1.17
3978,81,130,2366.41,939.98,2197.71,1.46
3979,81,157,710.11,265.45,672.22,1.37
3980,81,42,3089.86,426.73,3060.69,1.15
3981,81,13,3026.02,577.78,2975.32,1.2
3982,81,176,1111.14,381.49,1057.66,1.35
3983,81,89,1451.86,618.55,1329.6,1.53
3984,81,157,1679.12,650.69,1554.37,1.5
3985,81,48,1198.31,414.02,1139.68,1.36
3986,81,67,1346.4,406.36,1296.37,1.3
3987,81,174,3030.9,643.88,2966.3,1.23
3988,81,133,2852.12,803.79,2743.43,1.33
3989,81,38,4028.63,1181.43,3889.42,1.29
3990,81,107,1858.25,443.19,1810.68,1.25
3991,81,198,4062.28,863.61,3969.01,1.24
3992,81,78,326.3,222.09,255.89,2.26
3993,81,39,3325.35,524.39,3278.23,1.19
3994,81,73,1667.29,368.63,1630.03,1.23
3995,81,24,2962.14,667.54,2893.17,1.24
3996,81,116,2469.69,575.82,2415.66,1.22
3997,81,118,4033.32,1188.52,3863.47,1.34
3998,81,93,1786.86,621.48,1693.67,1.38
3999,81,143,1752.46,433.35,1704.67,1.26
4000,81,22,2822.55,835.59,2722.84,1.29
4001,81,184,4584.47,956.21,4482.38,1.24
4002,81,194,2911.87,982.6,2740.38,1.43
4003,81,108,3135.84,618.01,3075.22,1.22
4004,81,96,2462.83,760.06,2358.42,1.34
4005,81,52,2805.81,624.65,2742.12,1.24
4006,81,137,1607.4,542.89,1532.97,1.35
4007,81,55,2415.76,535.94,2345.58,1.33
4008,81,55,2717.37,622.49,2654.43,1.24
4009,81,111,1817.24,368.18,1782.82,1.21
4010,81,147,3323.58,545.15,3277.94,1.18
4011,81,187,1428.32,458.68,1362.65,1.35
4012,81,91,893.07,500.07,750.23,1.94
4013,81,170,1272.3,439.03,1208.83,1.37
4014,81,12,2158.0,529.69,2099.56,1.26
4015,81,9,1059.11,555.49,943.19,1.61
4016,81,163,2138.27,514.67,2080.94,1.26
4017,81,27,3564.1,1010.63,3459.44,1.26
4018,81,7,956.15,390.67,900.5,1.39
4019,81,59,1269.95,368.47,1224.64,1.3
4020,81,155,1829.97,697.11,1719.92,1.41
4021,81,139,1927.87,566.24,1851.29,1.33
4022,81,91,426.21,336.28,332.62,2.06
4023,81,3,3024.66,616.84,2969.11,1.21
4024,81,106,1419.61,436.24,1365.26,1.31
4025,81,134,1219.71,425.4,1164.95,1.34
4026,81,85,1106.79,402.97,1050.12,1.37
4027,81,125,2847.16,840.64,2715.28,1.38
4028,81,74,842.46,479.07,756.17,1.57
4029,81,30,3273.94,388.9,3249.89,1.13
4030,81,188,2157.58,592.09,2078.01,1.32
4031,81,190,2101.63,514.92,2045.94,1.25
4032,81,105,3816.26,935.6,3708.93,1.27
4033,81,1,3751.77,684.17,3689.79,1.2
4034,81,172,2874.88,1143.99,2662.72,1.48
4035,81,169,2270.69,793.5,2137.09,1.42
4036,81,39,3842.89,749.03,3767.63,1.22
4037,81,65,1107.33,350.75,1060.64,1.33
4038,81,114,4283.17,1349.07,4096.84,1.34
4039,81,141,2890.66,503.27,2847.78,1.19
4040,81,77,544.48,308.51,478.12,1.65
4041,81,125,1420.11,464.84,1361.3,1.32
4042,81,151,3252.0,737.32,3176.24,1.24
4043,81,16,1666.32,435.58,1619.46,1.26
4044,81,195,2588.52,668.76,2498.57,1.32
4045,81,16,3513.22,1056.55,3358.09,1.35
4046,81,54,1434.1,405.54,1386.3,1.29
4047,81,188,3675.48,1019.91,3533.21,1.33
4048,81,76,1348.26,566.42,1236.32,1.53
4049,81,150,2692.79,625.03,2622.1,1.26
4050,81,108,1629.97,391.96,1586.68,1.26
4051,81,115,3076.75,651.19,3011.74,1.23
4052,81,137,2186.98,690.32,2105.32,1.3
4053,81,119,2374.13,507.12,2330.0,1.2
4054,81,186,2807.41,649.22,2747.0,1.22
4055,81,132,3031.05,950.59,2879.97,1.39
4056,81,68,1732.2,416.86,1690.78,1.24
4057,81,172,1613.81,533.21,1535.6,1.37
4058,81,131,1164.99,593.02,1082.12,1.42
4059,81,48,2422.17,656.39,2338.85,1.3
4060,81,121,2835.57,695.51,2755.54,1.27
4061,81,77,938.14,396.84,861.62,1.52
4062,81,16,1502.56,394.27,1458.73,1.27
4063,81,24,2704.7,806.02,2605.31,1.3
4064,81,155,1198.01,362.33,1148.3,1.33
4065,81,177,2161.55,748.0,2055.03,1.36
4066,81,159,2650.2,568.32,2594.97,1.22
4067,81,130,1581.4,498.82,1507.87,1.36
4068,81,198,3128.53,822.66,3029.04,1.29
4069,81,45,1329.45,383.44,1284.33,1.29
4070,81,155,1425.63,413.09,1374.22,1.3
4071,81,15,1784.51,474.59,1735.55,1.25
4072,81,82,1870.81,611.74,1781.0,1.37
4073,81,158,1948.93,554.59,1874.36,1.32
4074,81,14,2097.74,530.18,2037.51,1.27
4075,81,129,2120.86,736.1,2014.64,1.36
4076,81,73,2013.2,458.62,1965.76,1.24
4077,81,133,3037.62,940.73,2897.86,1.36
4078,81,172,3248.42,1245.79,2999.73,1.51
4079,81,123,1702.25,425.91,1654.9,1.26
4080,81,106,1605.21,457.5,1542.01,1.33
4081,81,2,2465.0,1384.18,2272.02,1.41
4082,81,44,2518.13,558.64,2466.35,1.22
4083,81,187,1767.94,495.72,1714.19,1.27
4084,81,100,2328.6,558.1,2266.31,1.26
4085,81,150,1290.58,385.52,1244.35,1.3
4086,81,14,1869.91,511.47,1809.1,1.29
4087,81,156,565.0,269.16,521.76,1.45
4088,81,107,1527.44,361.65,1487.93,1.25
4089,81,61,2561.95,478.22,2520.92,1.19
4090,81,146,1379.33,322.64,1343.73,1.25
4091,81,149,2866.14,729.93,2768.59,1.31
4092,81,158,929.83,352.47,877.85,1.38
4093,81,50,1812.15,418.99,1770.56,1.23
4094,81,71,1658.89,431.99,1610.27,1.27
4095,81,145,1415.67,329.2,1382.66,1.23
4096,81,127,3280.67,962.38,3152.22,1.32
4097,81,8,1572.27,617.41,1460.04,1.47
4098,81,144,3763.42,889.89,3655.47,1.28
4099,81,144,3489.29,740.57,3421.2,1.21
4100,81,98,3648.71,1017.47,3497.67,1.35
4101,81,126,1579.42,493.88,1518.33,1.31
4102,81,162,2696.93,615.71,2633.01,1.24
4103,81,70,1651.35,554.74,1570.08,1.36
4104,81,16,1569.58,454.91,1517.68,1.29
4105,81,2,3724.2,707.34,3658.07,1.21
4106,81,195,2235.38,603.13,2160.91,1.29
4107,81,88,1091.37,355.22,1042.35,1.37
4108,81,77,1129.92,510.33,1018.62,1.6
4109,81,143,1568.12,550.43,1483.57,1.38
4110,81,158,2332.34,750.92,2215.87,1.38
4111,81,115,1832.44,478.94,1774.57,1.29
4112,81,62,2808.82,1150.06,2603.75,1.46
4113,81,17,3212.37,517.15,3171.72,1.17
4114,81,133,2510.28,834.32,2376.2,1.4
4115,81,178,1266.06,403.34,1215.22,1.32
4116,81,65,1434.92,337.66,1398.07,1.25
4117,81,168,2688.76,627.63,2626.25,1.24
4118,81,123,2879.13,723.73,2790.55,1.28
4119,81,61,1380.66,329.79,1345.82,1.25
4120,81,189,2366.95,763.59,2258.97,1.35
4121,81,44,2263.33,556.36,2191.14,1.3
4122,81,112,2858.89,659.48,2792.27,1.24
4123,81,69,1579.99,496.81,1509.58,1.35
4124,81,24,2812.26,492.32,2772.65,1.18
4125,81,139,968.54,440.69,892.95,1.47
4126,81,102,2645.09,759.24,2547.5,1.31
4127,81,88,2108.33,465.21,2061.73,1.23
4128,81,141,1526.24,305.14,1499.78,1.2
4129,81,108,1997.66,452.41,1953.72,1.23
4130,81,82,1552.95,471.1,1491.35,1.32
4131,81,88,1758.09,439.41,1708.57,1.27
4132,81,183,4285.73,960.26,4165.31,1.28
4133,81,105,3435.45,692.45,3363.3,1.23
4134,81,188,1922.58,509.43,1870.96,1.25
4135,81,145,2936.0,622.98,2869.63,1.24
4136,81,130,2016.63,680.64,1907.96,1.39
4137,81,26,3152.32,614.82,3098.92,1.2
4138,81,194,2105.22,897.78,1927.55,1.52
4139,81,16,3177.31,877.25,3062.78,1.31
4140,81,64,1415.94,422.03,1367.57,1.29
4141,81,63,1702.03,309.32,1675.92,1.19
4142,81,121,1859.34,441.8,1814.28,1.24
4143,81,80,505.9,338.01,393.25,2.26
4144,81,143,1335.7,442.54,1267.3,1.38
4145,81,62,1493.91,377.26,1445.49,1.3
4146,81,85,1277.85,533.44,1183.88,1.48
4147,81,102,2804.78,638.13,2740.51,1.24
4148,81,101,2161.9,517.98,2106.86,1.25
4149,81,5,1768.53,463.79,1712.42,1.29
4150,81,62,1962.18,457.6,1914.04,1.24
4151,81,83,1500.23,417.52,1458.54,1.25
4152,81,141,2527.2,832.83,2395.53,1.39
4153,81,138,2145.58,576.6,2074.76,1.29
4154,81,195,1213.36,363.49,1166.71,1.31
4155,81,158,1686.07,482.94,1627.51,1.3
4156,81,106,2886.58,511.01,2841.51,1.2
4157,81,13,2021.24,503.8,1964.9,1.27
4158,81,73,1266.88,456.78,1195.82,1.39
4159,81,32,3791.29,700.32,3729.98,1.2
