SNo.,Origin id,Destination id,Mean time,Standard deviation Time,Geometric mean time,Standard geometric mean time
4160,81,171,2397.27,864.26,2243.03,1.45
4161,81,173,1805.46,443.82,1758.1,1.25
4162,81,41,1895.29,488.65,1841.48,1.26
4163,81,2,3467.48,592.16,3417.67,1.19
4164,81,100,1061.74,450.89,990.1,1.43
4165,81,140,1206.96,463.68,1149.33,1.34
4166,81,73,1247.44,478.96,1186.55,1.34
4167,81,141,1979.21,586.72,1914.73,1.27
4168,81,64,1856.02,499.91,1792.19,1.3
4169,81,188,2907.58,733.75,2820.92,1.28
4170,81,138,1494.93,387.76,1450.11,1.27
4171,81,149,2815.36,566.28,2760.16,1.22
4172,81,124,2965.05,707.67,2874.02,1.29
4173,81,46,2857.2,553.0,2809.49,1.2
4174,81,148,3438.53,791.8,3355.88,1.24
4175,81,50,3603.03,785.26,3521.75,1.24
4176,81,187,1052.61,421.6,995.87,1.37
4177,81,51,1534.33,354.37,1496.19,1.25
4178,81,180,2852.23,584.62,2799.5,1.21
4179,81,97,1481.57,471.66,1418.61,1.33
4180,81,169,1085.25,321.66,1046.4,1.3
4181,81,41,2375.79,477.47,2331.71,1.21
4182,81,120,3010.35,687.25,2933.93,1.26
4183,81,134,2144.56,687.44,2038.23,1.38
4184,81,157,825.93,319.28,781.17,1.37
4185,81,135,1849.71,556.11,1775.13,1.33
4186,81,145,3813.52,996.56,3669.84,1.34
4187,81,168,2812.94,666.06,2742.16,1.25
4188,81,73,1737.1,526.31,1670.61,1.31
4189,81,184,3632.31,861.84,3541.87,1.25
4190,81,54,2520.88,533.17,2468.64,1.22
4191,81,72,2299.81,573.37,2224.69,1.3
4192,81,121,2569.6,599.68,2502.76,1.26
4193,81,68,1728.05,385.62,1690.07,1.23
4194,81,123,1540.97,424.07,1486.59,1.3
4195,81,174,1555.12,305.33,1526.88,1.21
4196,81,12,1961.0,303.75,1936.68,1.17
4197,81,183,5206.73,1300.0,5028.16,1.32
4198,81,137,2324.48,708.45,2224.19,1.35
4199,81,33,4650.94,684.63,4597.22,1.17
4200,81,54,2356.16,637.01,2288.19,1.26
4201,81,173,3063.16,541.02,3015.63,1.19
4202,81,122,3048.14,963.9,2873.38,1.46
4203,81,112,1809.14,502.17,1749.11,1.29
4204,81,13,2923.67,661.9,2864.03,1.22
4205,81,177,1143.26,408.94,1085.55,1.36
4206,81,126,1755.76,457.67,1705.19,1.26
4207,81,186,2053.92,445.01,2013.12,1.21
4208,81,86,1380.47,322.35,1348.92,1.23
4209,81,138,2301.5,817.16,2175.46,1.41
4210,81,185,3671.33,811.71,3568.7,1.28
4211,81,150,1699.44,400.51,1658.12,1.24
4212,81,164,2727.33,538.82,2670.68,1.24
4213,81,187,1664.15,410.89,1617.19,1.27
4214,81,128,1198.31,379.72,1146.78,1.34
4215,81,75,180.72,183.96,125.97,2.41
4216,81,179,1930.52,362.16,1899.21,1.2
4217,81,68,1456.91,392.96,1416.53,1.25
4218,81,174,1619.04,507.98,1558.18,1.3
4219,81,31,3696.38,525.5,3660.87,1.15
4220,81,89,1108.31,415.99,1041.73,1.42
4221,81,186,1961.68,417.01,1921.18,1.23
4222,81,118,1742.7,486.45,1683.74,1.29
4223,81,152,2129.13,570.77,2057.87,1.29
4224,81,59,1724.28,366.64,1689.69,1.22
4225,81,96,942.81,412.21,875.14,1.44
4226,81,191,3608.82,749.78,3535.94,1.22
4227,81,180,4386.53,1302.73,4140.51,1.46
4228,81,27,3847.57,812.24,3774.85,1.21
4229,81,122,2980.62,599.99,2924.75,1.21
4230,81,35,3443.1,1179.14,3053.93,1.83
4231,81,181,1976.06,438.19,1930.34,1.24
4232,81,98,2964.33,624.76,2909.5,1.21
4233,81,5,1657.51,469.07,1596.78,1.31
4234,81,197,621.38,285.31,576.15,1.45
4235,81,172,1059.9,397.86,1000.2,1.39
4236,81,93,1043.45,396.85,986.83,1.38
4237,81,5,1156.32,500.37,1080.59,1.42
4238,81,145,3173.27,695.85,3101.17,1.24
4239,81,92,859.9,389.49,779.57,1.56
4240,81,137,1140.36,406.66,1087.33,1.34
4241,81,189,1175.61,401.6,1124.2,1.33
4242,81,84,1873.36,386.47,1838.07,1.21
4243,81,183,2220.48,405.68,2184.44,1.2
4244,81,71,1561.59,383.19,1521.3,1.25
4245,81,49,1934.01,491.89,1877.78,1.27
4246,81,89,1167.92,472.14,1084.81,1.47
4247,81,136,1234.17,361.03,1191.13,1.29
4248,81,129,3210.91,656.84,3144.75,1.23
4249,81,103,3303.45,950.36,3155.93,1.36
4250,81,39,2615.0,415.56,2584.36,1.16
4251,81,78,295.38,209.92,231.54,2.23
4252,81,71,1763.34,563.71,1685.11,1.34
4253,81,198,2851.67,658.43,2780.29,1.25
4254,81,170,1223.16,488.06,1144.39,1.43
4255,81,86,1070.15,298.34,1036.46,1.28
4256,81,128,1283.49,396.3,1229.95,1.33
4257,81,198,4210.68,1101.24,4086.68,1.27
4258,81,190,1137.68,350.37,1093.69,1.31
4259,81,139,887.25,323.7,840.11,1.37
4260,81,79,729.15,291.38,682.89,1.43
4261,81,172,2577.35,975.29,2390.1,1.49
4262,81,193,1435.08,476.98,1378.99,1.3
4263,81,5,2691.84,775.75,2575.03,1.36
4264,81,181,1887.65,401.98,1851.5,1.21
4265,81,118,3333.03,1026.84,3149.31,1.44
4266,81,162,2663.73,609.23,2600.53,1.24
4267,81,42,3361.2,753.17,3288.14,1.23
4268,81,93,1044.62,409.78,976.93,1.43
4269,81,20,4170.79,1035.52,3990.23,1.4
4270,81,183,5009.5,1088.29,4891.2,1.25
4271,81,18,3626.17,716.43,3553.17,1.23
4272,81,197,786.93,313.52,741.55,1.39
4273,81,41,3027.44,533.32,2983.28,1.18
4274,81,4,1861.72,753.38,1736.5,1.45
4275,81,72,1484.43,362.33,1442.49,1.27
4276,81,136,1328.12,377.29,1281.71,1.3
4277,81,55,1381.38,419.66,1327.48,1.32
4278,81,26,2441.82,467.86,2399.67,1.2
4279,81,26,3021.14,799.83,2934.92,1.26
4280,81,18,4331.35,776.41,4256.11,1.21
4281,81,187,1114.51,395.66,1063.08,1.34
4282,81,14,2175.22,599.65,2098.27,1.31
4283,81,117,3210.5,760.82,3123.61,1.26
4284,81,147,3626.0,363.16,3608.77,1.1
4285,81,109,3040.24,792.74,2948.2,1.28
4286,81,67,2695.14,840.97,2572.88,1.36
4287,81,72,1696.95,353.04,1661.07,1.23
4288,81,29,1966.0,442.63,1921.7,1.23
4289,81,147,3892.19,740.51,3829.23,1.19
4290,81,69,1873.18,607.71,1779.92,1.38
4291,81,164,2892.47,674.34,2819.8,1.25
4292,81,129,2124.38,792.73,1976.65,1.47
4293,81,172,2057.87,616.0,1972.67,1.33
4294,81,58,1799.27,385.98,1762.69,1.22
4295,81,88,2271.99,538.47,2212.95,1.26
4296,81,103,1781.33,354.99,1749.93,1.2
4297,81,132,1629.71,511.13,1568.99,1.3
4298,81,3,2607.88,564.49,2551.06,1.23
4299,81,73,1383.46,347.8,1345.68,1.26
4300,81,179,3534.43,738.9,3459.84,1.23
4301,81,167,1205.96,374.64,1157.21,1.32
4302,81,167,2100.13,615.88,2019.0,1.32
4303,81,72,1674.13,390.94,1631.99,1.25
4304,81,79,592.39,276.05,544.09,1.5
4305,81,106,2868.67,541.15,2819.7,1.2
4306,81,80,278.02,209.42,212.05,2.28
4307,81,68,1135.09,342.0,1089.13,1.34
4308,81,108,2748.75,515.02,2701.24,1.21
4309,81,198,2162.16,535.59,2104.64,1.25
4310,81,94,1263.43,434.69,1198.89,1.37
4311,81,49,3058.09,694.63,2982.48,1.25
4312,81,172,1438.66,442.84,1381.26,1.32
4313,81,173,2291.52,484.16,2245.98,1.22
4314,81,40,2850.3,727.64,2774.08,1.25
4315,81,191,3373.0,658.2,3310.94,1.21
4316,81,10,467.73,232.5,412.88,1.75
4317,81,15,3433.72,1080.21,3267.82,1.37
4318,81,91,561.53,305.86,488.69,1.76
4319,81,101,1165.0,345.22,1119.51,1.32
4320,81,33,3912.81,731.11,3847.54,1.2
4321,81,47,2147.19,494.59,2096.88,1.24
4322,81,84,1223.42,437.5,1180.44,1.28
4323,81,157,679.66,272.85,640.61,1.38
4324,81,6,2457.05,525.81,2405.22,1.23
4325,81,176,2070.06,597.64,1990.83,1.32
4326,81,106,2788.64,779.14,2692.12,1.3
4327,81,6,1997.43,516.87,1938.21,1.27
4328,81,71,1068.54,338.57,1026.92,1.31
4329,81,50,2246.09,466.62,2201.9,1.22
4330,81,61,1639.93,297.27,1616.09,1.18
4331,81,6,1893.49,519.58,1826.07,1.31
4332,81,17,4127.83,922.38,4019.19,1.27
4333,81,103,1793.97,456.47,1741.48,1.27
4334,81,17,3008.27,581.54,2953.89,1.21
4335,81,197,1035.35,354.03,985.23,1.36
4336,81,142,3055.77,619.22,2998.25,1.21
4337,81,20,4243.43,700.26,4182.2,1.19
4338,81,55,2678.38,596.35,2617.1,1.24
4339,81,155,1567.61,557.42,1496.14,1.34
4340,81,182,2411.23,668.76,2326.02,1.3
4341,81,136,1295.64,322.19,1257.49,1.27
4342,81,187,924.34,348.28,875.54,1.36
4343,81,21,2502.44,725.16,2418.29,1.28
4344,81,55,2686.88,607.53,2624.13,1.24
4345,81,111,2003.69,375.95,1970.59,1.2
4346,81,106,1629.63,379.53,1588.76,1.25
4347,81,166,847.24,743.76,579.49,2.49
4348,81,129,1297.56,209.51,1280.51,1.18
4349,81,92,1068.98,354.26,1019.49,1.35
4350,81,114,4096.61,717.91,4041.59,1.17
4351,81,179,2925.66,610.1,2866.62,1.22
4352,81,182,2956.66,977.37,2797.05,1.4
4353,81,162,3233.64,820.8,3131.15,1.29
4354,81,185,3797.12,715.49,3725.4,1.22
4355,81,11,1977.03,424.63,1937.78,1.21
4356,81,192,2140.88,499.87,2084.9,1.26
4357,81,80,306.73,241.56,238.8,2.14
4358,81,70,1822.37,522.57,1756.5,1.31
4359,81,136,1435.81,363.98,1393.96,1.27
4360,81,75,294.44,240.18,215.06,2.41
4361,81,169,2282.64,715.5,2186.57,1.34
4362,81,159,3075.19,712.9,2992.8,1.26
4363,81,51,3110.23,503.54,3070.76,1.17
4364,81,124,2520.24,729.01,2424.06,1.32
4365,81,88,1524.83,403.22,1477.7,1.28
4366,81,188,2601.12,589.13,2536.8,1.25
4367,81,95,303.9,291.87,216.8,2.24
4368,81,166,652.28,544.88,463.38,2.35
4369,81,194,2032.05,754.96,1902.43,1.44
4370,81,126,2939.59,774.39,2829.24,1.34
4371,81,33,5219.55,1406.45,5041.64,1.3
4372,81,26,1839.99,485.53,1785.64,1.27
4373,81,107,2874.88,385.83,2849.84,1.14
4374,81,34,5340.17,771.8,5281.5,1.16
4375,81,101,2835.38,691.13,2751.97,1.28
4376,81,125,2887.12,825.79,2774.1,1.33
4377,81,25,2840.93,570.35,2791.89,1.2
4378,81,76,602.45,327.15,533.91,1.61
4379,81,91,683.1,488.25,553.96,1.96
4380,81,107,3458.71,672.12,3390.32,1.23
4381,81,26,1787.82,678.39,1689.19,1.38
4382,81,169,1068.06,350.0,1023.41,1.32
4383,81,154,1868.09,542.38,1797.54,1.32
4384,81,97,2947.25,706.82,2858.3,1.29
4385,81,94,776.71,413.17,707.47,1.51
4386,81,198,3575.78,838.0,3469.71,1.29
4387,81,148,1808.56,538.65,1737.93,1.32
4388,81,152,2131.78,465.06,2083.58,1.24
4389,81,59,1266.13,454.81,1214.35,1.31
4390,81,134,1002.94,328.32,958.41,1.34
4391,81,151,1669.43,448.83,1618.16,1.27
4392,81,63,2848.71,677.27,2772.87,1.26
4393,81,8,1087.59,331.7,1042.62,1.33
4394,81,175,1395.62,514.28,1325.43,1.35
4395,81,51,3387.76,716.5,3319.69,1.22
4396,81,142,4217.8,1304.23,4030.28,1.35
4397,81,147,2116.71,600.59,2046.45,1.29
4398,81,34,3617.05,593.77,3568.03,1.18
4399,81,111,2952.15,749.96,2867.94,1.26
4400,81,187,1622.89,404.87,1577.18,1.27
4401,81,49,2626.5,538.72,2572.6,1.23
4402,81,154,2134.18,691.7,2026.95,1.39
4403,81,89,1120.06,399.46,1054.88,1.42
4404,81,73,1649.5,367.45,1612.43,1.23
4405,81,112,3287.24,880.0,3091.11,1.52
4406,81,124,1528.18,383.29,1484.69,1.27
4407,81,30,3127.71,616.34,3072.75,1.2
4408,81,47,3794.48,941.32,3683.16,1.28
4409,81,11,2846.54,542.89,2797.73,1.2
4410,81,51,2737.19,492.74,2692.81,1.2
4411,81,124,2556.39,856.75,2420.19,1.39
4412,81,161,2288.26,660.57,2198.65,1.33
4413,81,133,3324.9,1037.27,3155.56,1.39
4414,81,150,3042.99,889.02,2923.21,1.33
4415,81,149,2032.22,482.25,1979.41,1.25
4416,81,110,3664.93,586.04,3615.77,1.18
4417,81,112,3431.05,682.44,3355.67,1.24
4418,81,110,2543.52,536.8,2495.77,1.21
4419,81,48,1650.71,412.39,1601.18,1.29
4420,81,13,3950.74,1002.33,3828.0,1.29
4421,81,7,1610.66,462.71,1553.93,1.3
4422,81,170,1410.02,587.42,1310.08,1.46
4423,81,18,3116.45,608.49,3062.48,1.2
4424,81,159,4224.26,1092.62,4060.09,1.36
4425,81,60,2223.54,1108.34,2009.26,1.53
4426,81,62,2859.96,630.37,2797.61,1.23
4427,81,156,737.32,277.3,695.42,1.39
4428,81,101,2154.76,642.0,2071.79,1.32
4429,81,122,2948.18,598.15,2888.86,1.22
4430,81,19,1993.43,328.56,1968.44,1.17
4431,81,197,559.24,234.06,526.81,1.37
4432,81,83,1129.1,378.71,1080.01,1.33
4433,81,185,4958.09,1111.15,4835.42,1.25
4434,81,117,2939.62,781.97,2838.83,1.3
4435,81,86,862.7,373.81,813.95,1.37
4436,81,191,2512.2,267.18,2498.54,1.11
4437,81,144,1911.04,561.7,1847.84,1.28
4438,81,182,2380.26,680.8,2291.83,1.31
4439,81,183,2701.64,619.03,2637.42,1.24
4440,81,101,2581.32,580.94,2519.36,1.25
4441,81,50,3164.58,582.64,3114.32,1.19
4442,81,9,955.43,461.18,862.67,1.57
4443,81,13,2082.54,440.77,2043.18,1.21
4444,81,69,1388.43,360.29,1347.67,1.27
4445,81,143,2312.55,595.55,2243.89,1.27
4446,81,165,1238.76,419.23,1182.0,1.34
4447,81,5,1254.27,428.29,1194.34,1.36
4448,81,153,1712.44,480.95,1649.63,1.31
4449,81,23,3269.11,928.15,3145.45,1.32
4450,81,108,1460.41,378.01,1417.67,1.27
